<DATE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>
13.11.2018;110790;110840;110760;110800
13.11.2018;110790;110840;110720;110740
13.11.2018;110730;110740;110650;110650
13.11.2018;110670;110720;110630;110710
13.11.2018;110700;110700;110590;110630
13.11.2018;110630;110630;110540;110560
13.11.2018;110560;110570;110520;110550
13.11.2018;110540;110580;110500;110550
13.11.2018;110550;110570;110500;110520
13.11.2018;110520;110520;110450;110450
13.11.2018;110450;110580;110440;110480
13.11.2018;110490;110490;110400;110440
13.11.2018;110440;110470;110370;110420
13.11.2018;110420;110540;110420;110540
13.11.2018;110540;110550;110460;110500
13.11.2018;110490;110590;110490;110500
13.11.2018;110490;110510;110470;110490
13.11.2018;110500;110530;110410;110430
13.11.2018;110450;110490;110430;110480
13.11.2018;110470;110510;110440;110490
13.11.2018;110480;110510;110350;110380
13.11.2018;110390;110420;110340;110400
13.11.2018;110390;110430;110370;110400
13.11.2018;110410;110450;110390;110450
13.11.2018;110460;110500;110440;110470
13.11.2018;110470;110510;110410;110430
13.11.2018;110420;110450;110350;110390
13.11.2018;110390;110470;110360;110440
13.11.2018;110430;110440;110380;110430
13.11.2018;110430;110550;110390;110530
13.11.2018;110540;110680;110510;110640
13.11.2018;110640;110640;110520;110570
13.11.2018;110570;110620;110550;110610
13.11.2018;110620;110650;110570;110570
13.11.2018;110570;110650;110550;110630
13.11.2018;110640;110660;110590;110650
13.11.2018;110630;110750;110620;110730
13.11.2018;110730;110830;110710;110810
13.11.2018;110800;110830;110760;110810
13.11.2018;110820;110860;110810;110830
13.11.2018;110830;110980;110820;110970
13.11.2018;110960;111050;110920;111000
13.11.2018;111010;111010;110940;110960
13.11.2018;110950;110970;110900;110910
13.11.2018;110910;110970;110900;110920
13.11.2018;110920;110980;110900;110900
13.11.2018;110900;111030;110900;110990
13.11.2018;110980;111000;110950;110980
13.11.2018;110990;110990;110940;110960
13.11.2018;110960;110960;110800;110830
13.11.2018;110830;110850;110700;110750
13.11.2018;110760;110810;110740;110800
13.11.2018;110790;110930;110780;110860
13.11.2018;110860;110880;110790;110800
13.11.2018;110800;110810;110720;110740
13.11.2018;110730;110750;110580;110650
13.11.2018;110660;110680;110640;110670
13.11.2018;110670;110680;110610;110660
13.11.2018;110660;110660;110590;110610
13.11.2018;110620;110670;110610;110640
13.11.2018;110630;110670;110600;110650
13.11.2018;110650;110660;110600;110600
13.11.2018;110600;110630;110510;110520
13.11.2018;110520;110570;110490;110490
13.11.2018;110500;110510;110430;110440
13.11.2018;110440;110460;110230;110280
13.11.2018;110290;110370;110270;110360
13.11.2018;110370;110400;110340;110400
13.11.2018;110400;110420;110370;110370
13.11.2018;110370;110450;110330;110330
13.11.2018;110330;110360;110280;110300
13.11.2018;110300;110340;110270;110320
13.11.2018;110330;110360;110320;110340
13.11.2018;110330;110430;110330;110400
13.11.2018;110390;110410;110340;110380
13.11.2018;110380;110400;110330;110360
13.11.2018;110350;110420;110350;110410
13.11.2018;110410;110430;110360;110420
13.11.2018;110420;110430;110370;110430
13.11.2018;110430;110430;110350;110390
13.11.2018;110390;110490;110360;110490
13.11.2018;110490;110660;110490;110570
13.11.2018;110580;110600;110510;110510
13.11.2018;110520;110550;110500;110500
13.11.2018;110500;110500;110470;110480
13.11.2018;110470;110500;110450;110470
13.11.2018;110470;110520;110440;110510
13.11.2018;110520;110540;110440;110440
13.11.2018;110440;110530;110430;110440
13.11.2018;110450;110470;110430;110460
13.11.2018;110460;110490;110330;110340
13.11.2018;110340;110360;110250;110280
13.11.2018;110270;110420;110270;110370
13.11.2018;110370;110390;110350;110380
13.11.2018;110380;110400;110370;110390
13.11.2018;110390;110400;110290;110300
13.11.2018;110300;110400;110160;110260
13.11.2018;110280;110350;110240;110300
13.11.2018;110290;110350;110270;110340
13.11.2018;110350;110510;110320;110470
13.11.2018;110490;110610;110480;110590
13.11.2018;110590;110600;110520;110540
13.11.2018;110550;110590;110520;110560
13.11.2018;110550;110580;110530;110540
13.11.2018;110560;110580;110540;110570
13.11.2018;110570;110580;110440;110510
13.11.2018;110500;110540;110490;110520
13.11.2018;110530;110530;110470;110480
13.11.2018;110480;110530;110470;110490
13.11.2018;110500;110520;110420;110440
13.11.2018;110430;110440;110360;110380
13.11.2018;110380;110440;110380;110410
13.11.2018;110400;110480;110380;110420
13.11.2018;110410;110420;110330;110380
13.11.2018;110370;110550;110370;110550
13.11.2018;110540;110550;110480;110530
13.11.2018;110540;110590;110520;110540
13.11.2018;110530;110580;110460;110470
13.11.2018;110490;110500;110440;110480
13.11.2018;110500;110500;110450;110460
13.11.2018;110480;110520;110450;110470
13.11.2018;110470;110500;110460;110500
13.11.2018;110490;110570;110450;110550
13.11.2018;110570;110630;110550;110560
13.11.2018;110560;110720;110550;110660
13.11.2018;110650;110720;110650;110710
13.11.2018;110720;110720;110630;110660
13.11.2018;110660;110670;110610;110640
13.11.2018;110630;110670;110620;110630
13.11.2018;110620;110660;110610;110660
13.11.2018;110640;110660;110580;110600
13.11.2018;110600;110660;110600;110630
13.11.2018;110640;110650;110620;110640
13.11.2018;110640;110660;110620;110640
13.11.2018;110640;110720;110640;110700
13.11.2018;110690;110850;110680;110830
13.11.2018;110850;111000;110850;110940
13.11.2018;110940;110940;110840;110840
13.11.2018;110850;110890;110820;110860
13.11.2018;110860;110870;110780;110790
13.11.2018;110790;110840;110720;110750
13.11.2018;110740;110790;110730;110770
13.11.2018;110790;110800;110700;110730
13.11.2018;110730;110780;110700;110750
13.11.2018;110770;110810;110750;110790
13.11.2018;110780;110810;110630;110630
13.11.2018;110640;110730;110630;110710
13.11.2018;110700;110710;110670;110710
13.11.2018;110700;110700;110600;110650
13.11.2018;110660;110700;110650;110670
13.11.2018;110680;110700;110610;110630
13.11.2018;110620;110640;110590;110600
13.11.2018;110620;110690;110600;110640
13.11.2018;110650;110670;110620;110660
13.11.2018;110660;110720;110640;110650
13.11.2018;110650;110710;110650;110680
13.11.2018;110690;110700;110630;110650
13.11.2018;110650;110670;110630;110650
13.11.2018;110670;110730;110640;110730
13.11.2018;110730;110810;110720;110770
13.11.2018;110780;110830;110760;110770
13.11.2018;110770;110810;110750;110810
13.11.2018;110810;110840;110790;110830
13.11.2018;110840;110920;110840;110870
13.11.2018;110870;110940;110860;110880
13.11.2018;110880;110880;110850;110860
13.11.2018;110860;110860;110810;110830
13.11.2018;110820;110840;110820;110840
13.11.2018;110840;110850;110780;110780
13.11.2018;110780;110800;110660;110660
13.11.2018;110670;110710;110620;110690
13.11.2018;110680;110720;110680;110710
13.11.2018;110700;110710;110660;110690
13.11.2018;110690;110720;110650;110670
13.11.2018;110680;110690;110630;110640
13.11.2018;110640;110690;110640;110680
13.11.2018;110680;110720;110680;110690
13.11.2018;110700;110700;110540;110540
13.11.2018;110540;110550;110470;110550
13.11.2018;110530;110600;110520;110590
13.11.2018;110580;110580;110540;110560
13.11.2018;110560;110600;110480;110500
13.11.2018;110510;110550;110500;110510
13.11.2018;110520;110550;110510;110520
13.11.2018;110510;110570;110510;110560
13.11.2018;110570;110570;110490;110550
13.11.2018;110560;110630;110530;110610
13.11.2018;110620;110640;110590;110590
13.11.2018;110600;110740;110600;110720
13.11.2018;110710;110710;110660;110660
13.11.2018;110660;110740;110660;110720
13.11.2018;110730;110740;110690;110690
13.11.2018;110690;110700;110670;110690
13.11.2018;110690;110820;110690;110820
13.11.2018;110820;110840;110770;110790
13.11.2018;110800;110830;110750;110780
13.11.2018;110780;110780;110720;110770
13.11.2018;110760;110760;110720;110720
13.11.2018;110730;110750;110710;110720
13.11.2018;110720;110740;110690;110710
13.11.2018;110710;110790;110710;110780
13.11.2018;110790;110820;110780;110790
13.11.2018;110810;110840;110800;110810
13.11.2018;110800;110810;110750;110760
13.11.2018;110750;110850;110750;110840
13.11.2018;110850;110880;110830;110870
13.11.2018;110870;110890;110850;110860
13.11.2018;110860;110860;110820;110820
13.11.2018;110820;110820;110690;110710
13.11.2018;110720;110760;110710;110760
13.11.2018;110750;110760;110670;110710
13.11.2018;110720;110740;110630;110640
13.11.2018;110620;110700;110620;110680
13.11.2018;110670;110720;110660;110700
13.11.2018;110710;110720;110680;110710
13.11.2018;110720;110760;110710;110730
13.11.2018;110730;110810;110730;110780
13.11.2018;110780;110890;110750;110830
13.11.2018;110830;110880;110810;110880
13.11.2018;110880;111090;110880;111050
13.11.2018;111050;111290;111050;111260
13.11.2018;111270;111470;111270;111300
13.11.2018;111320;111340;111230;111250
13.11.2018;111240;111320;111220;111270
13.11.2018;111270;111310;111190;111220
13.11.2018;111220;111260;111130;111130
13.11.2018;111130;111240;111120;111230
13.11.2018;111230;111340;111210;111300
13.11.2018;111310;111320;111250;111290
13.11.2018;111300;111330;111220;111240
13.11.2018;111230;111340;111230;111280
13.11.2018;111280;111310;111260;111280
13.11.2018;111280;111290;111220;111220
13.11.2018;111220;111240;111160;111180
13.11.2018;111180;111240;111150;111210
13.11.2018;111210;111320;111200;111220
13.11.2018;111220;111230;111180;111190
13.11.2018;111190;111200;111120;111140
13.11.2018;111140;111160;111110;111130
13.11.2018;111120;111170;111120;111120
13.11.2018;111120;111160;111120;111130
13.11.2018;111130;111150;111070;111120
13.11.2018;111110;111110;111030;111040
13.11.2018;111050;111090;110970;110980
13.11.2018;110980;111010;110960;110960
13.11.2018;110980;111070;110970;111020
13.11.2018;111020;111070;111010;111060
13.11.2018;111060;111150;111050;111120
13.11.2018;111120;111130;111090;111090
13.11.2018;111100;111120;111020;111060
13.11.2018;111060;111100;111040;111090
13.11.2018;111090;111140;111080;111090
13.11.2018;111090;111150;111090;111110
13.11.2018;111120;111260;111120;111140
13.11.2018;111130;111140;111050;111070
13.11.2018;111080;111200;111080;111140
13.11.2018;111140;111150;111070;111090
13.11.2018;111120;111160;111100;111100
13.11.2018;111100;111140;111070;111130
13.11.2018;111140;111150;111110;111130
13.11.2018;111140;111160;111080;111100
13.11.2018;111100;111140;111100;111130
13.11.2018;111150;111150;111050;111070
13.11.2018;111080;111120;111060;111120
13.11.2018;111110;111180;111100;111160
13.11.2018;111170;111190;111120;111140
13.11.2018;111150;111180;111140;111140
13.11.2018;111150;111190;111140;111170
13.11.2018;111180;111200;111170;111180
13.11.2018;111180;111210;111170;111210
13.11.2018;111210;111340;111200;111310
13.11.2018;111310;111440;111310;111400
13.11.2018;111410;111460;111350;111370
13.11.2018;111370;111410;111330;111350
13.11.2018;111360;111380;111330;111340
13.11.2018;111340;111340;111200;111270
13.11.2018;111260;111270;111180;111220
13.11.2018;111210;111290;111190;111290
13.11.2018;111290;111340;111280;111320
13.11.2018;111320;111370;111290;111370
13.11.2018;111370;111510;111340;111480
13.11.2018;111480;111490;111320;111360
13.11.2018;111360;111410;111330;111370
13.11.2018;111390;111400;111350;111370
13.11.2018;111370;111380;111310;111320
13.11.2018;111310;111380;111290;111350
13.11.2018;111380;111480;111370;111420
13.11.2018;111440;111450;111410;111430
13.11.2018;111430;111570;111420;111530
13.11.2018;111550;111590;111500;111520
13.11.2018;111510;111580;111470;111480
13.11.2018;111470;111480;111410;111430
13.11.2018;111430;111460;111400;111460
13.11.2018;111460;111480;111400;111410
13.11.2018;111430;111440;111400;111420
13.11.2018;111420;111540;111410;111470
13.11.2018;111460;111480;111440;111460
13.11.2018;111450;111460;111380;111380
13.11.2018;111380;111420;111380;111390
13.11.2018;111390;111400;111370;111400
13.11.2018;111390;111420;111330;111330
13.11.2018;111330;111350;111260;111290
13.11.2018;111300;111360;111290;111320
13.11.2018;111320;111340;111260;111280
13.11.2018;111280;111300;111270;111270
13.11.2018;111270;111280;111210;111250
13.11.2018;111250;111320;111250;111280
13.11.2018;111290;111340;111290;111330
13.11.2018;111330;111360;111330;111350
13.11.2018;111350;111380;111330;111340
13.11.2018;111330;111480;111320;111440
13.11.2018;111430;111450;111410;111410
13.11.2018;111420;111440;111400;111410
13.11.2018;111410;111430;111360;111370
13.11.2018;111360;111380;111350;111360
13.11.2018;111360;111400;111360;111390
13.11.2018;111400;111410;111310;111320
13.11.2018;111320;111340;111240;111280
13.11.2018;111280;111290;111240;111250
13.11.2018;111250;111290;111180;111200
13.11.2018;111190;111190;111140;111170
13.11.2018;111170;111180;111090;111140
13.11.2018;111120;111160;111100;111120
13.11.2018;111120;111120;111060;111060
13.11.2018;111070;111160;111070;111130
13.11.2018;111130;111190;111130;111190
13.11.2018;111190;111190;111100;111100
13.11.2018;111110;111110;111070;111100
13.11.2018;111090;111100;111010;111020
13.11.2018;111020;111030;110930;110970
13.11.2018;110980;111020;110950;110950
13.11.2018;110940;110990;110870;110970
13.11.2018;110960;111000;110960;110980
13.11.2018;110960;111020;110900;110980
13.11.2018;110980;111010;110910;110990
13.11.2018;111000;111040;110970;110980
13.11.2018;110980;111020;110950;111020
13.11.2018;111010;111040;111000;111030
13.11.2018;111040;111130;111030;111070
13.11.2018;111070;111100;111060;111080
13.11.2018;111080;111170;111040;111070
13.11.2018;111070;111150;111040;111120
13.11.2018;111130;111230;111130;111160
13.11.2018;111150;111250;111140;111250
13.11.2018;111240;111250;111200;111210
13.11.2018;111220;111240;111200;111220
13.11.2018;111220;111300;111220;111280
13.11.2018;111280;111290;111230;111280
13.11.2018;111270;111350;111270;111310
13.11.2018;111310;111350;111230;111230
13.11.2018;111220;111270;111210;111250
13.11.2018;111250;111320;111210;111300
13.11.2018;111300;111310;111140;111160
13.11.2018;111150;111180;111080;111120
13.11.2018;111120;111120;110990;111030
13.11.2018;111020;111130;110990;111090
13.11.2018;111100;111110;111060;111100
13.11.2018;111110;111200;111110;111200
13.11.2018;111200;111260;111170;111180
13.11.2018;111180;111230;111110;111120
13.11.2018;111120;111190;111090;111090
13.11.2018;111100;111190;111090;111100
13.11.2018;111090;111100;111000;111030
13.11.2018;111040;111110;111040;111080
13.11.2018;111100;111150;111080;111110
13.11.2018;111090;111110;111030;111060
13.11.2018;111060;111070;110920;110950
13.11.2018;110940;110990;110940;110950
13.11.2018;110960;110970;110810;110840
13.11.2018;110830;110870;110790;110810
13.11.2018;110810;110830;110730;110780
13.11.2018;110770;110790;110610;110660
13.11.2018;110670;110690;110570;110570
13.11.2018;110580;110580;110350;110500
13.11.2018;110480;110510;110380;110450
13.11.2018;110440;110600;110420;110560
13.11.2018;110560;110560;110500;110520
13.11.2018;110530;110650;110480;110640
13.11.2018;110630;110700;110590;110670
13.11.2018;110680;110760;110650;110670
13.11.2018;110670;110680;110520;110560
13.11.2018;110560;110560;110460;110500
13.11.2018;110490;110620;110470;110530
13.11.2018;110530;110560;110490;110550
13.11.2018;110550;110600;110500;110580
13.11.2018;110560;110640;110530;110630
13.11.2018;110620;110720;110590;110650
13.11.2018;110640;110650;110520;110540
13.11.2018;110540;110580;110510;110530
13.11.2018;110540;110560;110410;110420
13.11.2018;110420;110460;110370;110390
13.11.2018;110400;110400;110100;110120
13.11.2018;110130;110170;110100;110140
13.11.2018;110130;110150;110060;110090
13.11.2018;110090;110190;110050;110140
13.11.2018;110130;110140;110070;110090
13.11.2018;110090;110100;110000;110020
13.11.2018;110010;110070;109980;110030
13.11.2018;110010;110020;109940;109960
13.11.2018;109950;109960;109850;109860
13.11.2018;109850;109870;109800;109860
13.11.2018;109850;109910;109840;109890
13.11.2018;109900;109940;109870;109880
13.11.2018;109880;110000;109840;110000
13.11.2018;110000;110040;109920;110000
13.11.2018;110000;110070;109930;110040
13.11.2018;110040;110070;110000;110050
13.11.2018;110060;110150;110050;110150
13.11.2018;110140;110180;110050;110090
13.11.2018;110090;110110;110050;110060
13.11.2018;110070;110120;109980;110020
13.11.2018;110030;110100;110010;110030
13.11.2018;110020;110020;109860;109960
13.11.2018;109940;110000;109910;109990
13.11.2018;109990;110000;109850;109930
13.11.2018;109960;110190;109890;110080
13.11.2018;110070;110120;110040;110110
13.11.2018;110120;110160;110090;110140
13.11.2018;110120;110150;110090;110120
13.11.2018;110120;110230;110110;110180
13.11.2018;110190;110200;110150;110160
13.11.2018;110170;110190;110020;110030
13.11.2018;110020;110120;110020;110110
13.11.2018;110110;110150;110100;110120
13.11.2018;110130;110170;110120;110130
13.11.2018;110140;110290;110140;110250
13.11.2018;110250;110310;110230;110270
13.11.2018;110280;110340;110270;110300
13.11.2018;110290;110290;110210;110240
13.11.2018;110240;110330;110230;110320
13.11.2018;110310;110370;110310;110360
13.11.2018;110350;110380;110300;110350
13.11.2018;110350;110420;110330;110410
13.11.2018;110420;110710;110400;110550
13.11.2018;110550;110710;110550;110680
13.11.2018;110680;110690;110570;110600
13.11.2018;110600;110600;110530;110550
13.11.2018;110550;110560;110470;110490
13.11.2018;110500;110510;110440;110510
13.11.2018;110510;110550;110450;110460
13.11.2018;110460;110510;110450;110470
13.11.2018;110450;110550;110450;110470
13.11.2018;110460;110510;110450;110470
13.11.2018;110470;110520;110470;110490
13.11.2018;110490;110540;110440;110480
13.11.2018;110460;110530;110440;110480
13.11.2018;110470;110530;110470;110530
13.11.2018;110530;110610;110520;110560
13.11.2018;110570;110650;110570;110620
13.11.2018;110610;110630;110590;110590
13.11.2018;110600;110640;110580;110620
13.11.2018;110630;110630;110510;110540
13.11.2018;110540;110580;110530;110540
13.11.2018;110540;110610;110540;110560
13.11.2018;110560;110620;110550;110610
13.11.2018;110620;110630;110590;110620
13.11.2018;110630;110660;110620;110630
13.11.2018;110620;110640;110600;110620
13.11.2018;110620;110760;110620;110730
13.11.2018;110710;110760;110690;110700
13.11.2018;110700;110730;110680;110710
13.11.2018;110710;110720;110670;110720
13.11.2018;110720;110850;110700;110780
13.11.2018;110780;110790;110730;110750
13.11.2018;110760;110870;110750;110870
13.11.2018;110870;110960;110860;110920
13.11.2018;110920;110960;110870;110880
13.11.2018;110880;110900;110860;110890
13.11.2018;110890;110930;110860;110910
13.11.2018;110910;110920;110820;110820
13.11.2018;110820;110880;110820;110820
13.11.2018;110820;110830;110790;110800
13.11.2018;110800;110840;110780;110820
13.11.2018;110840;110860;110800;110810
13.11.2018;110810;110840;110790;110800
13.11.2018;110800;110930;110800;110910
13.11.2018;110900;110920;110860;110880
13.11.2018;110880;110960;110880;110880
13.11.2018;110900;110990;110890;110940
13.11.2018;110950;111100;110950;111070
13.11.2018;111070;111120;110940;110940
13.11.2018;110930;110980;110900;110900
13.11.2018;110900;110930;110820;110860
13.11.2018;110860;110910;110840;110860
13.11.2018;110850;110870;110820;110820
13.11.2018;110830;110850;110780;110810
13.11.2018;110800;110800;110740;110740
13.11.2018;110740;110760;110720;110750
13.11.2018;110750;110780;110740;110770
13.11.2018;110770;110830;110740;110820
13.11.2018;110820;110820;110740;110760
13.11.2018;110750;110780;110680;110700
13.11.2018;110690;110690;110660;110670
13.11.2018;110680;110760;110660;110750
13.11.2018;110760;110790;110720;110730
13.11.2018;110740;110740;110720;110740
13.11.2018;110740;110790;110730;110770
13.11.2018;110770;110840;110750;110810
13.11.2018;110810;110880;110800;110870
13.11.2018;110860;110920;110840;110900
13.11.2018;110910;110950;110860;110940
13.11.2018;110930;110980;110920;110960
13.11.2018;110970;110980;110900;110900
13.11.2018;110920;110950;110920;110920
13.11.2018;110940;110940;110890;110910
13.11.2018;110940;110960;110860;110860
13.11.2018;110860;110870;110800;110820
13.11.2018;110820;110870;110800;110870
13.11.2018;110860;110880;110800;110820
13.11.2018;110830;110850;110770;110780
13.11.2018;110780;110800;110750;110780
13.11.2018;110780;110790;110700;110700
13.11.2018;110700;110760;110690;110730
13.11.2018;110730;110750;110700;110740
13.11.2018;110720;110760;110710;110720
13.11.2018;110730;110760;110710;110750
13.11.2018;110740;110740;110700;110700
13.11.2018;110710;110710;110660;110660
13.11.2018;110660;110670;110590;110600
13.11.2018;110600;110640;110590;110630
13.11.2018;110630;110690;110610;110670
13.11.2018;110670;110720;110670;110700
13.11.2018;110700;110720;110680;110680
13.11.2018;110680;110710;110640;110660
13.11.2018;110670;110700;110660;110680
13.11.2018;110670;110700;110660;110680
13.11.2018;110660;110660;110610;110620
13.11.2018;110630;110680;110610;110680
13.11.2018;110690;110700;110670;110700
13.11.2018;110700;110750;110700;110740
13.11.2018;110730;110780;110680;110700
13.11.2018;110700;110710;110660;110700
13.11.2018;110690;110700;110680;110700
13.11.2018;110680;110720;110650;110700
13.11.2018;110690;110690;110660;110670
13.11.2018;110680;110710;110670;110680
13.11.2018;110690;110710;110680;110700
13.11.2018;110700;110730;110700;110720
13.11.2018;110720;110720;110630;110640
13.11.2018;110650;110670;110620;110620
13.11.2018;110620;110680;110610;110670
13.11.2018;110660;110670;110530;110550
13.11.2018;110540;110570;110510;110530
13.11.2018;110510;110540;110430;110450
13.11.2018;110450;110480;110300;110360
13.11.2018;110360;110430;110350;110350
13.11.2018;110360;110370;110250;110250
13.11.2018;110260;110270;110120;110200
13.11.2018;110210;110290;110190;110260
13.11.2018;110240;110270;110220;110260
13.11.2018;110250;110380;110230;110360
13.11.2018;110350;110360;110260;110270
13.11.2018;110260;110270;110170;110210
13.11.2018;110200;110270;110200;110230
13.11.2018;110220;110250;110210;110210
13.11.2018;110220;110290;110210;110290
13.11.2018;110290;110300;110230;110240
13.11.2018;110230;110440;110220;110300
13.11.2018;110300;110300;110240;110240
13.11.2018;110240;110330;110230;110320
13.11.2018;110320;110340;110280;110300
13.11.2018;110310;110310;110260;110270
13.11.2018;110270;110270;110190;110190
13.11.2018;110190;110200;110050;110090
13.11.2018;110090;110100;110040;110060
13.11.2018;110070;110120;110050;110110
13.11.2018;110120;110230;110080;110220
13.11.2018;110220;110260;110200;110210
13.11.2018;110210;110290;110200;110290
13.11.2018;110280;110540;110280;110360
13.11.2018;110370;110400;110340;110370
13.11.2018;110370;110380;110320;110330
13.11.2018;110320;110350;110300;110330
13.11.2018;110330;110340;110280;110300
13.11.2018;110290;110350;110290;110350
13.11.2018;110350;110410;110340;110390
13.11.2018;110390;110460;110380;110390
13.11.2018;110410;110430;110380;110420
13.11.2018;110420;110470;110420;110440
13.11.2018;110440;110450;110410;110430
13.11.2018;110430;110450;110370;110370
13.11.2018;110370;110380;110340;110350
13.11.2018;110350;110370;110230;110240
13.11.2018;110230;110260;110220;110230
13.11.2018;110230;110230;110150;110150
13.11.2018;110150;110170;110070;110080
13.11.2018;110080;110120;110060;110090
13.11.2018;110070;110070;110030;110050
13.11.2018;110040;110120;110030;110070
13.11.2018;110060;110180;110050;110170
13.11.2018;110170;110210;110110;110120
13.11.2018;110120;110140;110070;110090
13.11.2018;110110;110160;110080;110140
13.11.2018;110140;110180;110020;110020
13.11.2018;110020;110030;109960;110010
13.11.2018;109990;110000;109850;109880
13.11.2018;109880;109920;109870;109890
13.11.2018;109880;110040;109870;110020
13.11.2018;110020;110040;109910;109930
13.11.2018;109920;109950;109910;109910
13.11.2018;109900;110000;109890;109930
13.11.2018;109940;109990;109920;109960
13.11.2018;109960;110000;109930;109980
13.11.2018;109980;109980;109920;109940
13.11.2018;109930;109960;109900;109950
13.11.2018;109940;109960;109890;109920
13.11.2018;109920;109990;109910;109960
13.11.2018;109950;109970;109910;109920
13.11.2018;109920;109930;109900;109930
13.11.2018;109920;109920;109790;109820
13.11.2018;109810;109860;109760;109840
13.11.2018;109830;109830;109790;109790
13.11.2018;109790;109810;109730;109760
13.11.2018;109750;109780;109740;109740
13.11.2018;109740;109780;109730;109770
13.11.2018;109780;109880;109770;109860
13.11.2018;109860;109880;109820;109850
13.11.2018;109860;109860;109720;109720
13.11.2018;109720;109770;109710;109740
13.11.2018;109740;109960;109740;109960
13.11.2018;109960;109960;109840;109860
13.11.2018;109860;109860;109770;109770
13.11.2018;109770;109810;109740;109750
13.11.2018;109750;109750;109600;109700
13.11.2018;109710;109750;109660;109680
13.11.2018;109670;109810;109660;109780
13.11.2018;109770;109810;109710;109780
13.11.2018;109780;109790;109750;109760
13.11.2018;109760;109770;109740;109770
13.11.2018;109760;109830;109750;109830
13.11.2018;109830;109860;109770;109820
13.11.2018;109810;109810;109690;109700
13.11.2018;109700;109710;109660;109690
13.11.2018;109690;109730;109680;109710
13.11.2018;109720;109740;109660;109660
13.11.2018;109660;109660;109550;109610
13.11.2018;109610;109640;109590;109630
13.11.2018;109630;109630;109530;109540
13.11.2018;109540;109570;109530;109560
13.11.2018;109560;109580;109520;109540
13.11.2018;109530;109610;109520;109570
13.11.2018;109570;109590;109490;109510
13.11.2018;109510;109600;109490;109600
13.11.2018;109590;109600;109540;109550
13.11.2018;109550;109550;109440;109440
13.11.2018;109440;109500;109420;109500
13.11.2018;109500;109550;109490;109550
13.11.2018;109550;109570;109530;109560
13.11.2018;109570;109580;109530;109570
13.11.2018;109560;109600;109540;109600
13.11.2018;109590;109730;109590;109660
13.11.2018;109650;109660;109570;109580
13.11.2018;109580;109620;109560;109590
13.11.2018;109600;109610;109560;109570
13.11.2018;109560;109600;109520;109520
13.11.2018;109540;109620;109510;109600
13.11.2018;109600;109690;109600;109680
13.11.2018;109670;109690;109620;109660
13.11.2018;109660;109700;109650;109650
13.11.2018;109640;109650;109530;109570
13.11.2018;109570;109600;109560;109600
13.11.2018;109600;109630;109570;109600
13.11.2018;109600;109640;109590;109640
13.11.2018;109630;109650;109550;109560
13.11.2018;109560;109570;109520;109550
13.11.2018;109560;109560;109160;109170
13.11.2018;109170;109270;109140;109240
13.11.2018;109230;109270;109210;109240
13.11.2018;109250;109290;109210;109270
13.11.2018;109280;109290;109210;109260
13.11.2018;109260;109300;109220;109260
13.11.2018;109250;109310;109180;109220
13.11.2018;109220;109220;109070;109070
13.11.2018;109070;109100;109010;109020
13.11.2018;109020;109030;108910;109030
13.11.2018;109020;109200;109020;109070
13.11.2018;109070;109100;109020;109030
13.11.2018;109020;109140;109010;109120
13.11.2018;109110;109150;109020;109030
13.11.2018;109020;109120;108990;109120
13.11.2018;109130;109160;109090;109150
13.11.2018;109160;109200;109140;109170
13.11.2018;109160;109210;109150;109160
13.11.2018;109150;109160;109070;109110
13.11.2018;109100;109130;109050;109060
13.11.2018;109050;109090;109000;109050
13.11.2018;109030;109040;108940;108990
13.11.2018;108990;109030;108970;109010
13.11.2018;109000;109070;108980;109000
13.11.2018;109000;109040;108970;109030
13.11.2018;109030;109100;109030;109100
13.11.2018;109090;109140;109080;109090
13.11.2018;109100;109150;109070;109130
13.11.2018;109140;109200;109130;109190
13.11.2018;109200;109220;109120;109140
13.11.2018;109140;109240;109120;109230
13.11.2018;109240;109270;109210;109260
13.11.2018;109270;109270;109200;109200
13.11.2018;109200;109270;109200;109250
13.11.2018;109260;109280;109190;109210
13.11.2018;109210;109230;109180;109220
13.11.2018;109240;109250;109200;109200
13.11.2018;109200;109240;109200;109210
13.11.2018;109210;109260;109210;109220
13.11.2018;109240;109350;109210;109350
11.12.2018;113040;113420;113040;113290
11.12.2018;113290;113580;113270;113480
11.12.2018;113480;113490;113300;113330
11.12.2018;113350;113510;113320;113510
11.12.2018;113510;113560;113440;113480
11.12.2018;113480;113520;113410;113460
11.12.2018;113470;113490;113410;113420
11.12.2018;113410;113430;113370;113400
11.12.2018;113390;113450;113360;113370
11.12.2018;113360;113410;113340;113360
11.12.2018;113370;113430;113350;113400
11.12.2018;113400;113430;113360;113400
11.12.2018;113400;113420;113370;113400
11.12.2018;113380;113410;113330;113340
11.12.2018;113330;113340;112980;113040
11.12.2018;113040;113080;112870;113020
11.12.2018;113000;113120;113000;113110
11.12.2018;113110;113160;113090;113090
11.12.2018;113090;113130;113050;113080
11.12.2018;113080;113130;113070;113120
11.12.2018;113110;113250;113110;113210
11.12.2018;113210;113220;113150;113180
11.12.2018;113170;113250;113170;113200
11.12.2018;113180;113220;113150;113150
11.12.2018;113150;113170;113060;113080
11.12.2018;113080;113170;113080;113130
11.12.2018;113120;113270;113120;113240
11.12.2018;113240;113250;113160;113160
11.12.2018;113170;113180;113110;113140
11.12.2018;113150;113180;113110;113140
